feature	Sample_1S3	Sample_1S6	Sample_1S9	Sample_1S12	Sample_1S15	Sample_1S18	Sample_1S21	Sample_1S24	Sample_4S2	Sample_4S5	Sample_4S8	Sample_4S11	Sample_4S14	Sample_4S17	Sample_4S20	Sample_4S23	Sample_N1	Sample_N7	Sample_N13	Sample_N19	Sample_N25	Sample_N31	Sample_N37	Sample_N43	Sample_2S1	Sample_2S4	Sample_2S7	Sample_2S10	Sample_2S13	Sample_2S16	Sample_2S19	Sample_2S22	Sample_4S3	Sample_4S6	Sample_4S9	Sample_4S12	Sample_4S15	Sample_4S18	Sample_4S21	Sample_4S24	Sample_N2	Sample_N8	Sample_N14	Sample_N20	Sample_N26	Sample_N32	Sample_N38	Sample_N44	Sample_2S2	Sample_2S5	Sample_2S8	Sample_2S11	Sample_2S14	Sample_2S17	Sample_2S20	Sample_2S23	Sample_N3	Sample_N9	Sample_N15	Sample_N21	Sample_N27	Sample_N33	Sample_N39	Sample_N45	Sample_PC1	Sample_PC7	Sample_PC13	Sample_PC18	Sample_PC21	Sample_PC27	Sample_PC31	Sample_PC36	Sample_2S3	Sample_2S6	Sample_2S9	Sample_2S12	Sample_2S15	Sample_2S18	Sample_2S21	Sample_2S24	Sample_N4	Sample_N10	Sample_N16	Sample_N22	Sample_N28	Sample_N34	Sample_N40	Sample_N46	Sample_Pan01	Sample_PC2	Sample_PC8	Sample_PC14	Sample_PC19	Sample_PC22	Sample_PC28	Sample_PC32	Sample_3S1	Sample_3S4	Sample_3S7	Sample_3S10	Sample_3S13	Sample_3S16	Sample_3S19	Sample_3S22	Sample_N5	Sample_N11	Sample_N17	Sample_N23	Sample_N29	Sample_N35	Sample_N41	Sample_N47	Sample_Pan02	Sample_PC3	Sample_PC9	Sample_PC15	Sample_PC20	Sample_PC23	Sample_PC29	Sample_PC33	Sample_2S25	Sample_3S2	Sample_3S5	Sample_3S8	Sample_3S11	Sample_3S14	Sample_3S17	Sample_3S20	Sample_3S23	Sample_N6	Sample_N12	Sample_N18	Sample_N24	Sample_N30	Sample_N36	Sample_N42	Sample_N48	Sample_Pan03	Sample_PC4	Sample_PC10	Sample_PC16	Sample_PC24	Sample_PC30	Sample_PC34	Sample_1S1	Sample_1S4	Sample_1S7	Sample_1S10	Sample_1S13	Sample_1S16	Sample_1S19	Sample_1S22	Sample_3S3	Sample_3S6	Sample_3S9	Sample_3S12	Sample_3S15	Sample_3S18	Sample_3S21	Sample_3S24	Sample_3S25	Sample_N50	Sample_Pan04	Sample_PC5	Sample_PC11	Sample_PC17	Sample_PC25	Sample_PC35	Sample_1S2	Sample_1S5	Sample_1S8	Sample_1S11	Sample_1S14	Sample_1S17	Sample_1S20	Sample_1S23	Sample_1S25	Sample_4S1	Sample_4S4	Sample_4S7	Sample_4S10	Sample_4S13	Sample_4S16	Sample_4S19	Sample_4S22	Sample_4S25	Sample_N49	Sample_Pan05	Sample_Pan06	Sample_PC6	Sample_PC12	Sample_PC26
hsa-miR-1233-5p|miRNA|hsa-miR-1233-5p|hsa-miR-1233-5p|hsa-miR-1233-5p|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
hsa-miR-1234-3p|miRNA|hsa-miR-1234-3p|hsa-miR-1234-3p|hsa-miR-1234-3p|0|22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-1236-3p|miRNA|hsa-miR-1236-3p|hsa-miR-1236-3p|hsa-miR-1236-3p|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1236-5p|miRNA|hsa-miR-1236-5p|hsa-miR-1236-5p|hsa-miR-1236-5p|0|22	0	0	2	1	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	2	0	0	2	0	2	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	2	1	0	1	1	2	0	0	4	0	0	1	0	3	1	1	3	1	0	0	0	0	0	1	1	0	1	0	0	0	3	3	3	1	0	1	0	0	0	4	2	2	0	0	2	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	4	0	0	0	0	0	1	0	1	2	2	0	0	0	2	0	0	2	2	0	1	1	0	0	1	2	0	0	0	0	0	4	0	0	1	1	0
hsa-miR-1237-5p|miRNA|hsa-miR-1237-5p|hsa-miR-1237-5p|hsa-miR-1237-5p|0|21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1238-3p|miRNA|hsa-miR-1238-3p|hsa-miR-1238-3p|hsa-miR-1238-3p|0|20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1238-5p|miRNA|hsa-miR-1238-5p|hsa-miR-1238-5p|hsa-miR-1238-5p|0|23	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-124-3p|miRNA|hsa-miR-124-3p|hsa-miR-124-3p|hsa-miR-124-3p|0|22	38502	29697	29078	43960	21620	27904	27999	42837	30375	30365	24547	47315	22919	38063	33389	37568	35041	31264	29305	33489	34210	27219	37977	31827	32596	16685	29745	33916	35816	26298	34811	40510	31542	31091	36854	27107	30947	28212	38713	48096	34131	29868	27214	31817	33578	36755	39082	31007	37488	39295	27706	56539	38146	36130	40396	42818	30333	40998	28554	37193	33743	40838	42734	47348	49407	27227	54153	52735	35186	38328	38068	49307	48063	44844	38059	39028	32135	38632	38995	49843	35248	42693	28794	35635	46471	26872	50863	44595	18251	42408	31469	46474	45577	35947	51514	44648	45081	45015	31802	54543	43648	45578	44161	42790	40462	51004	37446	37864	38657	32649	49129	44604	15413	38035	41741	47347	35666	31674	35836	37016	40083	51453	46570	23042	39789	34013	39412	48278	47442	52865	39123	41389	41642	42739	30716	46427	57683	22135	37241	33845	53425	40576	41772	46963	33960	33212	41787	30103	43513	37579	44384	48914	35235	27300	47718	35688	24012	39134	32866	36114	38493	38682	17657	38895	45325	45680	42840	31935	41796	39556	31612	41302	32125	38224	46598	49535	44738	43656	30270	44823	40907	31258	57927	42902	41335	35626	37596	18297	15515	45917	35516	42190
hsa-miR-124-5p|miRNA|hsa-miR-124-5p|hsa-miR-124-5p|hsa-miR-124-5p|0|22	235	171	226	267	94	164	118	195	155	142	92	273	114	194	194	194	220	203	184	174	140	130	248	170	211	103	173	232	170	140	253	199	229	154	204	224	156	219	187	186	217	163	125	105	149	203	193	194	185	164	144	339	155	279	216	283	172	243	109	123	169	230	192	252	309	191	276	257	197	196	199	290	224	234	218	333	157	209	248	244	202	228	152	193	211	144	351	211	67	240	188	236	241	182	263	217	245	245	173	343	226	259	236	163	276	284	188	173	145	155	217	209	73	215	188	344	170	175	169	164	241	254	222	153	202	229	181	221	230	280	198	232	221	182	159	276	232	91	351	177	325	282	206	198	203	204	216	161	199	204	228	203	237	152	230	260	151	225	177	252	208	175	83	328	265	246	236	170	232	198	197	184	149	266	284	291	226	189	170	208	303	143	259	259	279	144	176	100	85	314	165	197
hsa-miR-1244|miRNA|hsa-miR-1244|hsa-miR-1244|hsa-miR-1244|0|26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-1246|miRNA|hsa-miR-1246|hsa-miR-1246|hsa-miR-1246|0|19	2606	1373	2037	6891	624	2332	843	1014	1429	2759	1227	1181	605	1407	1055	840	2244	2219	1419	1598	821	801	987	764	1795	1055	1631	2327	789	953	1874	1124	4868	2048	1700	2975	977	1546	682	1972	2354	1745	1173	1519	640	1313	1100	1460	1991	2873	941	1990	883	800	1187	2368	2197	2246	1281	1291	1043	1680	1095	1105	2721	4018	2441	5706	3238	1167	1355	1707	2722	2522	2596	2850	704	918	1998	1334	1756	1742	1145	1449	1082	1166	3513	1075	301	1827	1509	1901	3564	980	1541	1014	5699	4652	1446	4229	1569	1515	1411	1100	4045	2889	1750	1442	631	1051	1428	1044	444	2199	2339	3111	1966	870	1230	3836	3148	2961	3324	3772	2220	1788	1114	1605	1214	2598	2094	2843	1865	1049	916	2874	1898	561	5901	2058	3431	2311	1179	1023	2254	1720	1487	872	850	1109	1431	2038	3567	1171	2007	8401	1383	1211	1985	2836	918	1478	622	4391	2015	1989	1067	827	2353	1736	2303	1261	1718	2962	1158	2853	1664	2905	1526	2228	5145	1404	6129	1930	1403	961	1267	437	347	2953	2149	1432
hsa-miR-1247-3p|miRNA|hsa-miR-1247-3p|hsa-miR-1247-3p|hsa-miR-1247-3p|0|24	9	9	8	8	1	7	1	3	2	5	2	8	1	6	6	1	9	6	8	6	2	1	9	2	1	2	9	4	3	2	2	3	8	4	8	8	3	5	3	5	3	4	1	7	1	2	4	4	9	11	3	8	4	4	3	5	6	6	5	4	0	1	6	2	12	10	8	14	4	4	6	4	5	9	3	17	3	4	10	8	7	10	6	6	2	2	14	3	3	9	6	11	4	1	7	6	10	3	4	9	2	9	4	8	6	6	4	7	3	5	3	3	1	9	7	15	4	7	5	7	15	5	2	10	5	4	4	5	2	7	3	3	8	0	2	6	13	4	9	9	16	7	5	2	10	4	9	8	3	2	2	6	9	6	2	6	8	2	7	9	1	4	2	15	6	10	2	2	5	3	2	8	4	3	3	5	5	4	2	10	7	3	4	9	6	0	8	2	0	6	9	5
hsa-miR-1247-5p|miRNA|hsa-miR-1247-5p|hsa-miR-1247-5p|hsa-miR-1247-5p|0|22	2	2	9	3	2	2	6	5	5	4	0	7	2	4	4	5	5	6	4	7	7	3	6	8	2	6	7	4	6	10	3	5	5	3	6	7	5	4	2	4	5	8	4	7	2	3	5	4	8	7	7	8	5	5	4	6	6	5	5	3	0	4	6	11	3	5	11	4	4	6	6	5	11	9	11	8	3	5	8	2	7	7	6	1	2	1	9	5	3	6	4	13	6	4	8	4	4	7	4	7	6	4	6	7	9	5	7	9	3	7	10	6	2	1	8	13	5	4	9	2	3	16	5	5	5	2	4	4	6	5	4	6	3	4	4	7	3	2	3	3	10	3	4	7	7	9	8	12	4	3	6	8	10	4	6	2	3	5	4	7	3	8	0	3	7	4	7	4	3	3	7	11	4	6	7	11	11	6	6	6	11	8	6	6	11	3	7	5	3	8	7	5
hsa-miR-1248|miRNA|hsa-miR-1248|hsa-miR-1248|hsa-miR-1248|0|27	6	8	1	1	6	2	5	6	7	9	3	3	3	5	1	5	5	13	8	3	4	2	4	3	5	6	5	0	9	2	3	7	2	9	6	4	4	3	4	2	5	3	2	3	3	4	0	6	9	9	5	2	5	4	3	3	2	9	1	2	6	6	2	8	8	9	6	7	3	1	8	5	4	7	3	3	4	7	0	6	15	6	7	5	3	5	1	1	2	7	9	4	4	5	3	9	6	4	5	2	7	6	7	1	3	8	1	3	4	5	10	4	1	5	5	4	2	0	5	3	2	7	4	0	7	4	3	2	4	4	11	1	2	5	0	0	5	2	3	10	5	1	2	4	5	11	5	3	5	3	2	4	3	6	4	1	1	1	1	4	7	10	3	2	6	7	4	3	15	7	0	3	2	3	2	3	4	5	12	2	4	4	4	4	3	4	3	1	4	5	9	1
hsa-miR-1249-3p|miRNA|hsa-miR-1249-3p|hsa-miR-1249-3p|hsa-miR-1249-3p|0|22	78	67	42	39	68	40	84	69	75	64	33	81	35	65	78	101	65	57	40	51	72	74	116	77	61	26	34	33	63	48	78	82	55	40	34	35	65	61	69	96	56	69	26	15	63	99	70	105	72	48	59	124	59	282	62	84	53	79	47	55	38	111	114	154	92	28	35	59	36	65	54	89	61	98	57	58	66	75	84	122	47	82	41	66	74	46	199	104	26	53	50	47	57	51	72	65	42	63	48	63	57	106	55	104	56	91	62	72	68	48	148	116	38	57	64	55	41	39	68	90	61	93	52	14	36	44	41	111	64	100	108	35	45	95	66	90	89	43	13	49	69	40	82	70	51	78	69	64	92	63	132	100	37	68	56	22	28	75	76	108	79	71	27	52	75	60	49	82	53	72	33	50	104	81	215	74	84	41	59	69	50	55	96	84	110	66	54	31	35	80	67	61
hsa-miR-1249-5p|miRNA|hsa-miR-1249-5p|hsa-miR-1249-5p|hsa-miR-1249-5p|0|24	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	2	0	4	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	1	0	2	0	0	0	0	2	1	0	1	0	1	0	0	3	1	2	1	1	1	0	1	0	1	0	2	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	1	1	1	3	0	0	1	0	1	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	1	2	1	0	1	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	1	1	0	0	2	0	1	1	0	0	1	1	0	1	0	0	1	0	0
hsa-miR-1250-5p|miRNA|hsa-miR-1250-5p|hsa-miR-1250-5p|hsa-miR-1250-5p|0|21	0	0	0	0	0	0	1	1	0	3	2	1	0	2	0	0	1	3	3	3	2	1	0	1	0	2	3	0	0	1	6	2	0	0	3	3	0	1	1	0	2	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	3	2	2	2	0	1	3	1	3	1	0	0	0	1	1	2	1	1	0	2	1	2	3	7	2	0	2	0	0	1	0	0	1	0	0	0	5	6	1	4	1	0	3	1	1	3	2	2	0	0	1	0	0	0	1	0	0	1	0	3	2	1	1	1	0	1	0	3	1	1	1	4	0	1	1	4	3	0	1	0	0	0	1	1	4	0	0	0	1	1	0	2	0	0	1	1	1	1	0	1	0	0	0	0	0	1	2	0	1	2	0	0	0	0	1	1	4	4	3	1	3	0	1	0	0	2	1	2	0	0	0	0
hsa-miR-1251-3p|miRNA|hsa-miR-1251-3p|hsa-miR-1251-3p|hsa-miR-1251-3p|0|21	4	4	1	2	1	1	1	3	3	1	1	4	1	3	1	3	8	1	0	3	4	2	3	2	1	0	1	1	3	5	3	2	2	1	2	1	4	2	2	4	1	0	1	2	6	3	3	1	1	3	3	3	3	10	4	6	2	3	2	1	1	1	4	6	0	2	2	5	2	0	1	3	10	3	1	0	1	1	6	2	2	2	2	1	0	2	1	1	1	3	4	1	6	1	3	1	3	2	2	11	5	3	6	0	5	5	2	1	0	1	3	1	0	8	2	6	6	2	5	2	5	2	4	0	3	3	0	5	4	7	1	2	3	2	1	5	5	2	2	1	6	2	1	2	7	1	2	1	2	0	4	2	4	3	1	5	3	1	0	0	4	2	0	3	0	1	2	4	4	2	2	3	3	7	6	3	3	2	2	1	5	2	4	4	5	3	1	0	1	2	2	3
hsa-miR-1251-5p|miRNA|hsa-miR-1251-5p|hsa-miR-1251-5p|hsa-miR-1251-5p|0|21	71	31	59	139	30	56	56	53	65	32	51	100	42	49	53	45	53	46	51	63	64	32	54	36	58	27	69	93	58	34	77	80	118	46	68	94	64	88	48	72	78	47	33	56	61	61	61	47	55	60	51	89	64	99	94	91	67	57	46	52	54	70	57	69	90	46	127	89	76	68	78	86	71	46	77	117	73	60	65	68	49	45	61	61	98	51	141	48	28	68	48	63	51	52	74	63	72	53	45	69	93	59	78	68	74	83	84	72	54	55	76	55	16	63	46	113	47	70	61	78	60	80	63	54	61	63	58	72	90	68	73	83	57	74	39	109	68	41	97	43	156	105	65	54	48	53	86	38	52	60	82	46	54	40	81	109	69	89	48	66	67	60	27	104	53	85	72	56	93	51	71	79	61	97	129	92	48	89	30	89	95	49	69	112	53	51	62	26	34	92	55	65
hsa-miR-1252-3p|miRNA|hsa-miR-1252-3p|hsa-miR-1252-3p|hsa-miR-1252-3p|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1252-5p|miRNA|hsa-miR-1252-5p|hsa-miR-1252-5p|hsa-miR-1252-5p|0|22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1253|miRNA|hsa-miR-1253|hsa-miR-1253|hsa-miR-1253|0|21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1255a|miRNA|hsa-miR-1255a|hsa-miR-1255a|hsa-miR-1255a|0|23	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	2	1	0	1	0	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	2	0	0	0	3	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-1255b-2-3p|miRNA|hsa-miR-1255b-2-3p|hsa-miR-1255b-2-3p|hsa-miR-1255b-2-3p|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1255b-5p|miRNA|hsa-miR-1255b-5p|hsa-miR-1255b-5p|hsa-miR-1255b-5p|0|22	0	1	0	0	0	1	0	1	0	0	11	0	0	0	0	0	0	0	2	0	0	2	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	1	1	0	1	0	0	5	0	0	0	0	0	1	0	0	2	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	3	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	1
hsa-miR-1256|miRNA|hsa-miR-1256|hsa-miR-1256|hsa-miR-1256|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1257|miRNA|hsa-miR-1257|hsa-miR-1257|hsa-miR-1257|0|21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
